企业名称,经营状态,法定代表人,注册资本,成立日期,所属省份,所属城市,电话,更多电话,邮箱,统一社会信用代码,纳税人识别号,注册号,组织机构代码,参保人數,企业类型,所属行业,网址,企业地址,经营范围
遂平县第二课堂机器人构建中心,存续,黑燕燕,,2018/12/29,河南,驻马店市,,,,92411728MA467D628Y,92411728MA467D628Y,,MA467D62-8,0,个体工商户,研究和试验发展,,河南省驻马店市遂平县文化路与泰安路交叉口向西150米路北,科技推广服务、创课机器人设计、组装;教具销售、少儿编程服务。
安徽光子云教育科技有限公司,存续,唐继洪,500万元人民币,2019/9/27,安徽,合肥市,,,,91340104MA2U5AXW49,91340104MA2U5AXW49,,MA2U5AXW-4,0,有限责任公司(自然人独资),教育,,安徽省合肥市蜀山区望江西路198号信旺华府骏苑11幢402室,教育软硬件的开发与应用;少儿编程研发及应用;教育信息咨询服务;教育项目与教育科研文献的研究与开发;教育文化活动组织策划;教育文化交流;教育技术研发;计算机软件技术开发、销售;教育项目开发及投资;计算机信息咨询服务;电子商务信息咨询服务;互联网信息服务;物联网研发及应用;教学用品、教学软件研发及销售;办公用品、文化用品、日用百货、玩具、游乐设备、教学设备、体育器材销售;国内广告设计、制作、发布及代理
智能星球教育科技（长春）有限公司,存续,刘东洋,300万元人民币,2019/9/3,吉林,长春市,,,,91220107MA178RAJ10,91220107MA178RAJ10,,MA178RAJ-1,0,有限责任公司(自然人投资或控股),教育,,吉林省长春市高新开发区中国铁建花语城9号楼126号房,教育科技领域内的技术开发、技术转让、技术咨询、技术服务;计算机信息咨询;少儿编程信息咨询;机器人信息咨询;互联网信息技术服务;组织文化交流活动;会议及展览展示服务;企业形象策划;销售计算机、软件及辅助设备;人力资源培训;机器人、人工智能设备及相关软件的设计、研发与销售;机器人、电子智能化玩具的组装及咨询;玩具租赁与销售。
嘉兴原因教育咨询有限公司,存续,周佳缘,100万元人民币,2015/12/28,浙江,嘉兴市,13967314931,0573-83221186；,jxhema@163.com,91330401MA28A51531,91330401MA28A51531,3.30E+14,MA28A515-3,0,有限责任公司(自然人投资或控股),科技推广和应用服务业,,浙江省嘉兴市南湖区海盐塘路商铺464号,教育信息咨询;教育软件的技术开发、技术转让、技术咨询、技术服务;开展音乐、舞蹈、围棋、书法、绘画的培训);户外拓展活动的组织策划;家政服务;市场营销策划;文化创意服务;翻译服务;文化艺术交流活动的组织、策划;机器人、办公用品、文具、教具、计算机软硬件的销售。
曲阜市优贝教育培训中心,在业,张环,,2019/11/6,山东,济宁市,,,,92370881MA3QX69MX7,92370881MA3QX69MX7,,MA3QX69M-X,0,个体工商户,教育,,山东省济宁市曲阜市息陬镇春秋佳苑北门东(一二三)区三楼,教育培训咨询、图书借阅买卖、课后作业辅导、少儿英语、少儿编程、0~12岁儿童阅读指导。
沈阳市沈河区奇点文化教育培训学校有限责任公司,存续,王忠克,30万元人民币,2019/10/10,辽宁,沈阳市,,,,91210103MA100HXF8N,91210103MA100HXF8N,,MA100HXF-8,0,有限责任公司(自然人投资或控股),教育,,辽宁省沈阳市沈河区沈洲路49号1门,少儿编程、思维导图、中小学文化课教育;软件开发;互联网信息服务;信息系统集成服务;计算机数据处理和存储服务;网络技术、通讯技术、信息技术、物联网技术、电子产品技术开发、技术转让、技术咨询服务;食品、冷鲜肉、调味品、日用百货、母婴用品、文化用品、纸制品、教学设备、教学用具、实验室设备、办公用品、办公设备销售。
深圳腾旭互联网有限公司,存续,许旭楷,10万元人民币,2019/6/10,广东,深圳市,,,,91440300MA5FN1BF0N,91440300MA5FN1BF0N,4.40E+14,MA5FN1BF-0,0,有限责任公司(自然人独资),娱乐业,,深圳市宝安区新安街道海乐社区兴华一路北十四巷6号303,"一般经营项目是:网络技术开发;计算机及多媒体技术开发;互联网运营和推广;数据库服务及管理;从事广告业务;信息技术、计算机编程技术的研发及销售;计算机软件设计及技术服务;教育信息咨询;文化活动策划;教学机器人、智能机器人、无人机、教材的销售;少儿编程教育咨询;视频制作;影视策划;经营电子商务;国内贸易,货物技术进出口,学习产品,教学用具,教学产品的销售。,许可经营项目是:音像制品和书籍的批发及零售"
扬中市夏贝儿艺术培训中心,存续,谢文剑,,2019/8/8,江苏,镇江市,,,,92321182MA1YW24N3U,92321182MA1YW24N3U,,MA1YW24N-3,0,个体工商户,教育,,扬中市西来桥镇人民西路文化体育活动中心三楼,声乐、舞蹈、美术、书法、体育、乐器、少儿编程、语言类、形体、陶艺制作培训;绘本阅读服务;少儿心理辅导;儿童临时看护服务。
宝应县科林熊教育培训中心有限公司,存续,季立萍,30万元人民币,2017/11/16,江苏,扬州市,13901451479,,1256997673@qq.com,91321023MA1TA81Q0Q,91321023MA1TA81Q0Q,3.21E+14,MA1TA81Q-0,0,有限责任公司(自然人投资或控股),,,宝应县开发区府前嘉苑4栋105室,中小学生文化课培训、3-18岁适龄学员绘画、书法、舞蹈、音乐、棋类、琴类、球类教育培训、幼小衔接课程、晚辅、才艺、少儿英语、主持人、机器人、表演、口才、作文、戏剧、珠心算、跆拳道培训、婴幼儿早期教育(亲子启蒙、全脑开发、感统)、编程、主题活动、研学。
乐清市云尚儿童机器人培训有限公司,存续,章国南,10万元人民币,2019/11/19,浙江,温州市,,,,91330382MA2HA2PF8E,91330382MA2HA2PF8E,,MA2HA2PF-8,0,有限责任公司(自然人独资),教育,,浙江省温州市乐清市虹桥镇城南大道1001号(周宅村),乐高机器人编程培训;亲子、少儿活动策划;文化艺术交流活动组织策划;儿童室内游乐服务;企业形象策划;企业管理咨询;互联网信息服务;会议会展服务;教育设备产品、文具、玩具、电子产品销售;动漫游戏设计;翻译服务;工业设计;电子商务平台运营管理、数据处理;计算机系统软件网络及信息技术咨询;教育软件开发;广告设计、制作、代理、发布。
扎鲁特旗致优文化传播有限公司,存续,张国清,1万元人民币,2019/11/19,内蒙古,通辽市,,,,91150526MA0QJTD9XK,91150526MA0QJTD9XK,,MA0QJTD9-X,0,有限责任公司(自然人独资)(1151),商务服务业,,内蒙古自治区通辽市扎鲁特旗鲁北镇黄河路南段西侧胡广川个人综合楼7号,"少儿绘本教读;网络技术开发、技术咨询;计算机软硬件技术开发,计算机编程;设计、制作、代理、发布国内各类广告;文化信息咨询;人力资源信息咨询服务;教学设备、办公用品、文体用品、文具用品、电子产品批发及零售;市场营销策划;企业形象推广策划;展示展览服务;会务服务;文化活动的组织与策划、文化艺术竞赛活动的组织与策划;拓展训练。"
乐清市智彗喵围棋培训有限公司,存续,朱新微,50万元人民币,2018/5/4,浙江,温州市,15167875600,,agong509@126.com,91330382MA2CP74962,91330382MA2CP74962,,MA2CP749-6,0,有限责任公司(自然人投资或控股),商务服务业,,浙江省温州市乐清市城南街道良港东路与清远路交叉口清远大厦六楼,"围棋、美术、书法、口才、小主持人、乐高机器人编程培训;提供学生托管服务(,含住宿、餐饮服务);教育信息咨询、乐高机器人编程咨询;婴幼儿智力开发领域内的技术研究、技术转让;亲子、少儿活动组织策划;文化艺术交流活动策划;动画设计、视频制作;网络游戏设计、开发;玩具、机器人教具销售。"
通辽市智慧脑潜能开发有限公司,存续,张魏伟,2万元人民币,2019/7/18,内蒙古,通辽市,,,,91150502MA0QAWRD0R,91150502MA0QAWRD0R,,MA0QAWRD-0,0,有限责任公司(自然人投资或控股)(1130),教育,,内蒙古自治区通辽市科尔沁区永清办事处二委不夜城02-19南区167,"全脑开发、少儿绘本教读;网络技术开发、技术咨询;计算机软硬件技术开发,计算机编程;设计、制作、代理、发布国内各类广告;文化信息咨询;人力资源信息咨询服务;教学设备、办公用品、文体用品、文具用品、电子产品批发及零售;市场营销策划;企业形象推广策划;展示展览服务;会务服务;文化活动的组织与策划、文化艺术竞赛活动的组织与策划;拓展训练。"
吉林省沐墨庄科技有限公司,存续,徐雅楠,50万元人民币,2019/7/11,吉林,长春市,,,,91220103MA176P2F1P,91220103MA176P2F1P,,MA176P2F-1,0,有限责任公司(自然人独资),零售业,,吉林省长春市宽城区长春恒大江湾(一期)第6幢113号房,互联网科技创新平台;软件开发、技术咨询、技术服务;少儿编程设计;智能机器人开发;文化创意服务;会议服务;展览展示服务;建筑智能化建设工程设计与施工(凭资质证经营);工艺美术品)、礼品、文化办公用品的设计、销售;图文设计;企业形象设计;图书借阅服务;商务咨询服务(;);公关活动策划;文化交流活动策划;企业营销策划。。
毕节鸿诺教育咨询有限公司,存续,吴凯,50万元人民币,2019/11/6,贵州,毕节市,,,,91520502MA6J3MCH75,91520502MA6J3MCH75,,MA6J3MCH-7,0,有限责任公司(自然人独资),商务服务业,,贵州省毕节市七星关区碧阳街道办事处碧阳大道“碧阳国际城”推广名(碧阳.童世界)二层2-2-1、2号商铺,"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(教育咨询;乐高拼装、提升孩子的动手能力、思维能力、创造力、协作能力、想象力;少儿机器人编程(以上经营范围均)。)"
怀远县智博慧艺术培训中心,存续,李宏伟,,2018/11/15,安徽,蚌埠市,0552-8567666,,674966062@qq.com,91340321MA2T87R799,91340321MA2T87R799,,MA2T87R7-9,0,个人独资企业,体育,,怀远县荆山镇隆鑫盛世豪庭1号楼2层S-202 S-203,国学礼仪培训服务、少儿舞蹈培训服务、跆拳道培训服务、口才培训服务、艺体特长兴趣培养服务、编程培训服务、少儿创新能力培养服务、教育咨询服务、餐饮服务
西安新毛豆教育科技有限公司,在业,王荣,30万元人民币,2019/7/31,陕西,西安市,,,,91611105MA6TWT075G,91611105MA6TWT075G,,MA6TWT07-5,0,有限责任公司(自然人投资或控股),教育,,陕西省西安市沣东新城征和四路2168号自贸产业园4号楼2层4-2-4731室,教育软件、计算机软硬件的技术硏发、技术咨询、技术转让、技术服务及销售;计算机系统集成;模型设计;电脑动画设计;美术图案设计;动漫及衍生产品设计;多媒体设计;文艺创作;少儿编程咨询服务;少儿教育产品的销售;科技活动、文化艺术交流活动的组织与策划;音像制品、电子出版物、图书批发兼零售;企业营销策划;企业管理服务;企业形象设计。()
乐清市小码哥机器人培训有限公司,存续,林达,30万元人民币,2019/8/30,浙江,温州市,,,,91330382MA2AWP7R8Y,91330382MA2AWP7R8Y,,MA2AWP7R-8,0,有限责任公司(自然人投资或控股),教育,http://www.yuanmawuyu.com,浙江省温州市乐清市柳市镇三里一路352-388号,少儿机器人编程培训;计算机软件设计、装潢设计、美术设计、电脑动画设计;化工产品、建筑建材、机械设备、文化办公用品、工艺美术品、电子产品、工艺礼品销售(含网上销售);货物进出口、技术进出口;文化交流活动组织与策划;企业形象策划;教育信息咨询;展览展示策划;广告设计、制作、发布、代理;信息技术科技、生物技术科技领域内的技术开发、技术咨询、技术维护、技术转让;
涟源市博瑞创客教育咨询中心,存续,李水笛,,2019/11/22,湖南,娄底市,,,,92431382MA4R0D0636,92431382MA4R0D0636,,MA4R0D06-3,0,个体工商户,商务服务业,,湖南省涟源市蓝田办事处人民路金地带二楼  (A),教育信息咨询、市场营销策划、展览展示策划、3D打印、少儿编程服务;文具用品、教育、开源硬件类产品销售。
东莞瑞鸿教育科技有限公司,在业,张晓锋,60万元人民币,2019/11/18,广东,东莞市,,,,91441900MA54261Q62,91441900MA54261Q62,,MA54261Q-6,0,有限责任公司(自然人投资或控股),教育,,广东省东莞市常平镇常东路143号东田丽园会所1栋,"教育软件开发、技术转让、技术咨询、技术服务;版权代理;企业管理咨询;少儿机器人编程培训(国家学校教育制度以外的语言能力培训,且)、教育信息咨询、文化艺术交流活动策划;销售:文教用品、教育软件、办公用品、办公设备、电子产品、电器产品。"
重庆典学文化创意中心,存续,余式军,,2016/12/19,重庆,,18883020600,18883060200；,573571515@qq.com,91500112MA5U9KXK0M,91500112MA5U9KXK0M,5.00E+14,MA5U9KXK-0,0,个人独资企业,广播、电视、电影和录音制作业,,重庆市渝北区民意路16号空港乐园B1栋3层9号、10号,承办经批准的文化艺术交流活动;美术培训、书法培训(以上两项);少儿编程。
深圳童启智能科技有限公司,存续,李科,100万元人民币,2019/6/19,广东,深圳市,,,,91440300MA5FNCXU32,91440300MA5FNCXU32,4.40E+14,MA5FNCXU-3,0,有限责任公司(自然人独资),批发业,,深圳市宝安区新桥街道上星社区中心路110号天悦大厦、中心名苑313314,"一般经营项目是:计算机软硬件技术开发、销售、技术咨询、技术服务、技术转让;经营电子商务(涉及前置性行政许可的,须取得前置性行政许可文件后方可经营);教育咨询,编程语言技术开发、礼仪服务、企业管理咨询服务;摄影摄像;商务服务,企业形象策划,会务服务;办公用品、教育用品销售;文化活动策划、庆典策划服务,市场营销策划,展览展示策划,从事广告业务;国内贸易;少儿编程培训;机器人搭建及编程的兴趣教育培训。,限制的项目须取得许可后方可经营),许可经营项目是:互联网信息服务业务,视频制作;"
锦州极客科技发展有限公司,存续,王蕊,20万元人民币,2019/11/22,辽宁,锦州市,,,,91210700MA103EE29C,91210700MA103EE29C,,MA103EE2-9,0,有限责任公司(自然人投资或控股),批发业,,辽宁省锦州市太和区状元城50-134号,教育软件的技术研发、技术推广服务;教育信息咨询服务;商务信息咨询服务;少儿编程教育咨询服务;现代教育机器人研发、调试和技术服务、销售;现代创客教育机器人实验室的科普、实践与体验、技术咨询;赛事活动组织;计算机软硬件技术开发、技术转让、技术咨询服务;企业管理咨询服务;市场营销策划服务;计算机软硬件及辅助设备、玩具、教育文化用品、灯光音响销售;计算机系统集成;弱电消防、建筑装修装饰安装工程施工;家电及电子设备维修。
宁波市奉化区熠辰教育培训有限公司,存续,虞靖莺,150万元人民币,2019/8/22,浙江,宁波市,,,,91330283MA2GTENT54,91330283MA2GTENT54,,MA2GTENT-5,0,有限责任公司(自然人投资或控股),教育,,浙江省宁波市奉化区南山路150号奉化银泰城三层2310-2(自主申报),英语培训(在许可证有效期内经营);书法、美术、舞蹈、声乐、乐高、围棋、象棋、国际象棋的培训;少儿计算机编程;文化艺术交流活动的组织、策划;舞台艺术造型服务;托儿所服务以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。
深圳市正宏卓越文化艺术传播有限公司,存续,苏晓铃,60万元人民币,2017/1/23,广东,深圳市,18928458009,13528461835；,97313803@qq.com,91440300MA5EC4M648,91440300MA5EC4M648,4.40E+14,MA5EC4M6-4,2,有限责任公司,商务服务业,,深圳市光明新区公明街道供销社第4栋2楼,"一般经营项目是:文化活动组织策划服务;网络设备、通讯设备、美术用品、音乐用品、体育用品及办公用品的销售;书法、美术、跆拳道、武术、舞蹈、瑜伽、棋类、声乐、小主持培训;少儿思维导图培训、少儿编程培训;教育咨询;心理咨询;会务、礼仪策划服务;从事广告业务;教育软件的研发;计算机网络工程设计及施工;国内贸易,货物及技术的进出口。,许可经营项目是:外语培训;图书租赁;档案文件管理咨询及培训;校外托管服务。"
南京艾斯霍奇教育信息咨询有限公司,存续,潘鎏,100万元人民币,2019/11/12,江苏,南京市,,,,91320105MA20DBRE86,91320105MA20DBRE86,,MA20DBRE-8,0,有限责任公司(自然人投资或控股),商务服务业,,南京市建邺区江心洲后庄一队58号建邺区人民政府江心洲办事处1-30号,教育信息咨询;文化艺术交流策划;少儿智力开发咨询;少儿编程培训;拓展训练服务;教育软件、计算机软硬件、网络技术、互联网技术研发、技术转让、技术咨询、技术服务、技术推广;企业管理咨询;商务信息咨询;心理咨询;组织照看放学儿童;企业形象策划;公关服务;会务服务;展览展示服务;家政服务;设计、制作、代理、发布国内各类广告;自费出国留学中介服务;服装鞋帽、教学设备、医疗器械、办公用品、文化用品、工艺美术品、乐器、日用百货销售。
深圳市笔星少儿艺术教育机构有限公司,存续,黄玉燕,10万元人民币,2019/6/25,广东,深圳市,,,,91440300MA5FNP7X86,91440300MA5FNP7X86,4.40E+14,MA5FNP7X-8,0,有限责任公司,教育,,深圳市宝安区新桥街道万丰社区宝安大道8216号荣泰园荣泰园二区51-1号,"一般经营项目是:舞蹈、跆拳道、美术手工、棋类、琴类、语言阅读与口才类、珠心算、花艺类、编程类活动策划(不涉及学科类培训);文体户外活动策划;文化交流活动策划;市场营销策划;拓展活动组织。,许可经营项目是:"
宁波市奉化区豆豆龙教育培训有限公司,存续,张海敏,200万元人民币,2019/7/10,浙江,宁波市,,,,91330283MA2GRQ0A57,91330283MA2GRQ0A57,,MA2GRQ0A-5,0,有限责任公司(自然人投资或控股),教育,,浙江省宁波市奉化区岳林街道龙津尚都31号三层,阅读与写作;趣味数学(在许可证有效期限内经营);书法培训;美术培训;舞蹈培训;声乐培训;绘画培训;少儿编程;乐高培训;围棋、象棋、国际象棋的培训;教育软件的技术开发、技术服务;教育信息咨询;文化艺术交流活动的组织、策划;舞台艺术造型策划以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。
深圳源码教育科技有限公司,存续,杨莹,100万元人民币,2019/7/23,广东,深圳市,,,,91440300MA5FPY3C62,91440300MA5FPY3C62,4.40E+14,MA5FPY3C-6,0,有限责任公司,教育,http://www.ponycoding.com,深圳市南山区西丽街道新围社区新围旺棠工业区13栋厂房一层107,"一般经营项目是:教育培训;教育信息咨询);计算机软件、信息系统软件的开发、技术推广、技术咨询及销售、技术服务、技术转让;教育软件开发;计算机系统技术服务;会议展览策划;文化活动策划;会务服务;文化活动策划;玩具产品的研发和销售;少儿编程、机器人教育教材开发;国内贸易。,许可经营项目是:广播电视节目制作;出版物零售。机器人、智能机、人工智能机电产品、电子设备、塑料制品、铝合金制品、玩具产品、计算机软硬件和检测设备的生产、制造和销售;"
陕西瓦力教育咨询有限公司渭南分公司,在业,介华,,2019/11/8,陕西,渭南市,,,,91610502MA6Y9N6N7F,91610502MA6Y9N6N7F,,MA6Y9N6N-7,0,有限责任公司分公司(自然人独资),商务服务业,,陕西省渭南市临渭区信达体育广场瓦力机器人编程中心(少年宫1号),许可经营项目:无。一般经营项目:教育信息咨询与服务;教育软件开发;心理辅导咨询服务;少儿潜能开发咨询与服务;文化艺术交流活动组织与策划;电子产品的销售;展览展示服务。
深圳市福田区面对面家政服务部,存续,高素霞,1万元人民币,2014/2/26,广东,深圳市,,,,92440300L67043075H,92440300L67043075H,4.40E+14,L6704307-5,0,个体工商户,批发业,,深圳市福田区园岭街道园岭新村87栋103、101号,"教育培训;中小学家教;钢琴培训;书法培训;少儿编程培训;从事校外托管服务。,限制的项目须取得许可后方可经营)^"
大同市城区小猴子教育科技有限公司,注销,侯丽炜,30万元人民币,2018/3/27,山西,大同市,,,,91140202MA0K03U63L,91140202MA0K03U63L,,MA0K03U6-3,0,有限责任公司(自然人独资),教育,,山西省大同市城区永宁街新佳苑197号底商,少儿编程技术推广服务;教育咨询;组织文化艺术交流活动;乐器销售;提供艺术文化咨询服务。
深圳市春秋少儿围棋有限公司,存续,黄秋萍,100万元人民币,2018/8/9,广东,深圳市,15899789467,,641891346@qq.com,91440300MA5F90GL2J,91440300MA5F90GL2J,4.40E+14,MA5F90GL-2,0,有限责任公司,教育,,深圳市光明新区公明街道红满庭红木文化创意园第二栋三楼睿雅才艺中心B区3A号商铺,"围棋培训;围棋的文化传播技术交流活动策划;棋类产品的销售;围棋的软件开发及设计;承办围棋比赛活动;从事广告业务;企业形象策划;文化活动策划;计算机编程;计算机软件设计;网络商务服务;数据库服务、数据库管理;为俱乐部提供管理服务;国内贸易,货物及技术进出口。^"
松原市宁江区蓝之天教育培训学校有限公司,存续,宋卓,100万元人民币,2019/8/15,吉林,松原市,,,,91220700MA1781802H,91220700MA1781802H,,MA178180-2,0,有限责任公司(自然人独资),商务服务业,,吉林省松原市宁江区飞宇街嘉里不夜城第327幢104号,"文化、教育类杂志零售;教育信息咨询、教育教学研究与咨询、教育教学方法的研究与推广、文化艺术交流活动组织、赛事活动的策划组织与推广、教育机器人咨询、少儿编程咨询、文化艺术咨询服务);机器人及电子产品的技术开发、教育技术开发、教育软件、网络技术的研究、开发;技术咨询、技术服务、企业管理咨询服务、商务服务、企业形象策划、办公用品销售、文化用品销售、玩具销售;室内娱乐活动,初高中数学、语文、英语、物理、化学、政治、历史、生物、地理全科课后辅导。"
杭州瀚睿教育科技有限公司,存续,赵诗慧,20万元人民币,2019/11/6,浙江,杭州市,,,,91330109MA2H0BM578,91330109MA2H0BM578,,MA2H0BM5-7,0,有限责任公司(自然人独资),教育,,浙江省杭州市萧山区萧山经济技术开发区一方大厦1幢521室,"教学用品、教学软件、新型材料、电子商务技术、网络信息技术、计算机软硬件的技术开发、技术咨询、技术服务、成果转让;教育信息咨询;少儿编程培训(仅限艺术特长类、体育竞技类培训,限上门),成年人的非证书劳动职业技能培训,人才中介,人才信息咨询,企业形象策划,市场营销策划,文化艺术交流活动策划,会务、会展服务,企业管理咨询,设计、制作、代理、发布国内广告,动漫设计及制作;销售:教学设备、办公用品、日用百货、教学用品、玩具、计算机软硬件、教学软件**"
杭州卓阅教育科技有限公司,存续,应彩虹,50万元人民币,2017/1/4,浙江,杭州市,13357106177,,,91330105MA28L9402E,91330105MA28L9402E,3.30E+14,MA28L940-2,3,有限责任公司(自然人独资),,,浙江省杭州市拱墅区广业街260号一楼东间、260、262号二楼(水滟苑2幢105号商铺部分),"教育软件、计算机软硬件的技术开发、技术咨询、技术服务、成果转让;教育信息咨询;企业管理咨询;记忆力开发应用服务,阅读培训);茶艺培训;绘画培训;书法培训;少儿编程培训;机器人培训;承办会展;企业形象策划;市场营销策划;文化艺术交流活动策划;成年人的非证书劳动职业技能培训);文化用品、教学设备、办公用品、电子产品、日用百货、服装的批发、零售。"
石柱土家族自治县翼启教育科技有限公司,存续,陈翼,100万元人民币,2019/4/29,重庆,,,,,91500240MA60C9EC5Y,91500240MA60C9EC5Y,,MA60C9EC-5,0,有限责任公司,教育,,重庆市石柱土家族自治县黄水镇黄连路123号,教育软件的研发;少儿美术培训、书法培训、语言培训、戏剧表演培训、全脑开发、故事欣赏、播音主持培训、少儿编程培训、棋类培训、情商培训、注意力培训、舞蹈培训、形体、少儿模特培训、体育培训、体能培训、珠心算培训、声乐、乐器类培训、国学、礼仪培训;婴幼儿早期行为习惯指导;教学场地租赁;教育大数据分析与采集;网络科技产品;销售:文化用品、乐器、服装、运动用品、母婴用品、日用百货、玩具;文化信息咨询;设计、制作、代理、发布广告;户外拓展运动策划;组织文化艺术交流活动;学生课后看护服务(;)。。
深圳市编享教育科技有限公司,存续,李克永,50万元人民币,2019/6/3,广东,深圳市,,,,91440300MA5FMP7Q50,91440300MA5FMP7Q50,4.40E+14,MA5FMP7Q-5,0,有限责任公司,教育,,深圳市龙华区民治街道大岭社区中梅路润达圆庭B1-201B,"一般经营项目是:教育智能系统的技术开发;教育信息咨询;投资教育产业(具体项目另行申报);乐高培训;玩具、智能机器人、通讯设备的销售、批发;经济信息咨询;企业管理咨询;国内贸易;信息技术开发、技术咨询;文化交流活动的策划;服装、鞋帽、文具用品、电子产品、乐器、日用品的销售;人工智能教材及课程的开发;机器人及人工智能学术交流活动策划;少儿编程。,许可经营项目是:出版物(含音像制品)批发、零售。"
乌鲁木齐经济技术开发区（头屯河区）艾瑞丁教育培训中心有限公司,存续,刘蕊,500万元人民币,2017/6/24,新疆,乌鲁木齐市,18195965856,,1291087789@qq.com,91650100MA77H9NU53,91650100MA77H9NU53,6.50E+14,MA77H9NU-5,7,有限责任公司(自然人投资或控股),广播、电视、电影和录音制作业,,新疆乌鲁木齐经济技术开发区天柱山街399号3层商铺1号房,"少儿英语、美术、编程的培训(具体经营项目及期限以中华人民共和国民办学校办学许可证载明为准);教育信息咨询,教育业投资,商务信息咨询,文化艺术交流策划,职业技能培训,企业管理咨询服务,教育软件技术开发与咨询,品牌营销策划,图书的租赁及销售;托管服务;销售:玩具,电子产品,文体用品及器材,工艺美术品,美术用品,办公用品,日用品。"
宁波奉化区星十教育科技有限公司,存续,张海敏,100万元人民币,2019/8/26,浙江,宁波市,,,,91330283MA2GTFRX6J,91330283MA2GTFRX6J,,MA2GTFRX-6,0,有限责任公司(自然人投资或控股),教育,,浙江省宁波市奉化区岳林街道龙津尚都31号三层-1(自主申报),教育软件的技术开发、技术服务;美术培训;舞蹈培训;声乐培训;绘画培训;围棋培训;教育信息咨询;少儿编程、乐高培训;广告服务;会务服务;展览展示服务;摄影摄像服务;电影发行;文艺表演服务;商业经营管理;企业管理咨询;体育信息咨询;健康信息咨询;商品信息咨询;文化艺术交流活动的组织、策划;舞台艺术造型策划;企业形象策划;文具、工艺品、日用品的批发、零售以及其他按法律、法规、国务院决定等规定未禁止或无需经营许可的项目和未列入地方产业发展负面清单的项目。
西安岁寒网络科技有限公司,注销,田浩帅,3万元人民币,2017/1/13,陕西,西安市,15191817738,,whirlwind110@163.com,91610112MA6U17Q48Y,91610112MA6U17Q48Y,6.10E+14,MA6U17Q4-8,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,http://suihan.org,陕西省西安市未央区学府中路2号西安工业大学就业中心1-22室,互联网信息服务;广告的设计、制作、代理、发布;计算机科学、信息技术、网络科技领域内的技术开发、技术咨询、技术转让;通讯设备、计算机软件及辅助设备的开发销售;计算机网络工程的设计、施工;网页设计;企业形象设计;企业形象策划;会议会展服务。
深圳市倍加信科技有限公司,存续,龙中涛,100万元人民币,2004/8/13,广东,深圳市,13798498030,0755-86032937；0755-27700630；,36961055@qq.com,91440300764996493L,91440300764996493L,4.40E+14,76499649-3,0,有限责任公司,,http://www.beijiaxin.cn,深圳市宝安区福永街道聚福社区芳华三区36栋福华大厦7B,"一般经营项目是:计算机软硬件、电子产品、通信产品、智能设备的技术开发、销售、安装、技术服务与上门维护;国内贸易;货物及技术进出口。,限制的项目须取得许可后方可经营),许可经营项目是:"
乌鲁木齐经济技术开发区（头屯河区）新叶育人培训中心有限公司,存续,刘艳,100万元人民币,2018/4/4,新疆,乌鲁木齐市,15276627662,,1148322171@qq.com,91650100MA77WYM54G,91650100MA77WYM54G,,MA77WYM5-4,0,有限责任公司(自然人独资),商务服务业,,新疆乌鲁木齐经济技术开发区万寿山街991号云岭翠谷商住小区办公楼3层301室,"文化艺术交流;会议会展服务;拓展训练;职业技能培训;包装设计;智能科技技术开发、推广;电脑图文设计;工艺品设计;形象策划;舞台艺术造型策划;市场营销策划;企业咨询管理;教育咨询,商务信息咨询;礼仪服务;健身服务;托管服务;摄影服务;0-3岁幼儿智力开发;少儿英语、美术、编程;图文设计制作;设计、制作各类广告;销售:服装鞋帽,办公用品,日用百货。"
贵阳市南明区小码教育培训中心有限公司,存续,曾静,100万元人民币,2016/11/21,贵州,贵阳市,0851-85413259,13885106652；13885158111；,254331298@qq.com,91520102MA6DPBRJ3L,91520102MA6DPBRJ3L,5.20E+14,MA6DPBRJ-3,24,有限责任公司(自然人投资或控股),软件和信息技术服务业,,贵州省贵阳市南明区市南路42号保利国际广场贵阳国贸逸天城购物中心有限公司三楼8号[油榨社区],"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(少儿编程(持许可证经营);教育信息咨询;文化艺术交流活动组织及策划;企业形象设计;企业管理咨询;计算机软件开发维护;广告设计制作(持许可证经营)发布及代理;会务服务;展览展示服务;市场营销策划;销售:文化用品、文具。)"
